"Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group","ISSCAAP_Group","CPC_Class","CPC_Group"
"12105042XX","2099","Thread herrings nei","Chardins nca","Machuelos nep","","","","Opisthonema spp","","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210504901","2100","Silver-stripe round herring","Hareng gracile","Arenquillo de banda","","","","Spratelloides gracilis","(Temminck & Schlegel 1846)","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210505901","2101","Black and Caspian Sea sprat","Clupeonelle","Espadín del Mar Negro y Caspio","","","Тюлька черноморско-каспийская (=килька)","Clupeonella cultriventris","(Nordmann 1840)","PISCES","Fish, crustaceans and molluscs, etc.","Shads","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210506601","2102","European sprat","Sprat","Espadín","","","Шпрот европейский","Sprattus sprattus","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210506702","2103","Pacific menhaden","Menhaden du Pacifique","Machete","","","","Ethmidium maculatum","(Valenciennes 1847)","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210507601","2104","Lake Tanganyika sardine","","","","","","Limnothrissa miodon","(Boulenger 1906)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12106XXXXX","2105","Anchovies, etc. nei","Anchois, etc. nca","Anchoas, etc. nep","","","Анчоусовые","Engraulidae","","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210600201","2106","European anchovy","Anchois","Boquerón","","","Анчоус европейский","Engraulis encrasicolus","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210600207","2107","Californian anchovy","Anchois de Californie","Anchoa de California","","","","Engraulis mordax","Girard 1854","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210601501","2108","Atlantic anchoveta","Anchois queue jaune","Anchoveta rabo amarillo","","","","Cetengraulis edentulus","(Cuvier 1829)","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210602016","2109","Bay anchovy","Anchois baie","Anchoa de caleta","","","","Anchoa mitchilli","(Valenciennes 1848)","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12106050XX","2110","Stolephorus anchovies nei","Anchois Stolephorus nca","Boquerones Stolephorus nep","","","","Stolephorus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12314007XX","2111","Slickheads nei","","Talismanes","","","","Alepocephalus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1211200112","2112","West African ilisha","Alose rasoir","Sardineta africana","","","Илиша западно-африканская","Ilisha africana","(Bloch 1795)","PISCES","Fish, crustaceans and molluscs, etc.","Shads","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1211100201","2113","Dorab wolf-herring","Chirocentre dorab","Arencón dorab","","","","Chirocentrus dorab","(Forsskål 1775)","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1220200101","2114","Milkfish","Chano","Chano","","虱目鱼(遮目鱼)","Ханос (=молочная рыба)","Chanos chanos","(Forsskål 1775)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous diadromous fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230100402","2115","Sea trout","Truite de mer","Trucha marina","","","Кумжа","Salmo trutta","Berg 1908","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Salmonidae, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230100902","2116","Pink(=Humpback) salmon","Saumon rose","Salmón rosado","سلمون وردي","细鳞大麻哈鱼","Горбуша","Oncorhynchus gorbuscha","(Walbaum 1792)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Salmonidae, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230100906","2117","Sockeye(=Red) salmon","Saumon rouge","Salmón rojo","سلمون أحمر","红大麻哈鱼","Нерка","Oncorhynchus nerka","(Walbaum 1792)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Salmonidae, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230100908","2118","Coho(=Silver) salmon","Saumon argenté","Salmón plateado","سلمون فِضِّي","银大麻哈鱼","Кижуч","Oncorhynchus kisutch","(Walbaum 1792)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Salmonidae, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12301010XX","2119","Chars nei","Ombles nca","Salvelinos nep","","","","Salvelinus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Salmonidae, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230101005","2120","Arctic char","Omble-chevalier","Trucha alpina","","","Голец арктический","Salvelinus alpinus","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Salmonidae, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230101007","2121","Lake trout(=Char)","Touladi(=Omble du Canada)","Trucha lacustre","أومبل كندا او تروتة الضاية","湖红点鲑","","Salvelinus namaycush","(Walbaum 1792)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Salmonidae, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230200501","2122","Grayling","Ombre commun","Tímalo","","","Хариус обыкновенный","Thymallus thymallus","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230200504","2123","Arctic grayling","Ombre arctique","Tímalo ártico","شِفْش قُطبي","北极茴鱼","","Thymallus arcticus","(Pallas 1776)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230301601","2124","Ayu sweetfish","Ayu","Ayu","سمك ليِّن أيو","香鱼","Айю","Plecoglossus altivelis","(Temminck & Schlegel 1846)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12304XXXXX030","2125","Smelts nei","Éperlans nca","Eperlanos nep","","","Корюшки","Osmerus spp, Hypomesus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230400201","2126","Capelin","Capelan","Capelán","","毛鳞鱼","Мойва","Mallotus villosus","(Müller 1776)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230400301","2127","European smelt","Éperlan européen","Eperlano europeo","","","Корюшка европейская","Osmerus eperlanus","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230400303","2128","Rainbow smelt","Éperlan arc-en-ciel","Eperlano arco iris","","","Корюшка зубастая","Osmerus mordax","Steindachner & Kner 1870","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230400801","2129","Pond smelt","Éperlan à petite bouche","Eperlano de estanque","","池沼公鱼","Корюшка малоротая речная","Hypomesus olidus","(Pallas 1814)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230401201","2130","Eulachon","Eulakane","","","","","Thaleichthys pacificus","(Richardson 1836)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12305015XX","2131","Argentines","Argentines","Argentinas","","","Аргентины (=серебрянки)","Argentina spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12312001XX","2132","Whitefishes nei","Corégones nca","Coregonos nep","","","Сиговые","Coregonus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1231200103","2133","Houting","Bondelle","Corégono picudo","","尖吻白鲑","","Coregonus oxyrinchus","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1231200113","2134","Lake cisco","Cisco de lac","Coregono de artedi","","","","Coregonus artedi","Lesueur 1818","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1231201101","2135","Sheefish","","","","","Нельма (=белорыбица)","Stenodus leucichthys","(Güldenstädt 1772)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12501XXXXX","2136","Bristlemouths","Brossés","Moritos","","","","Gonostomatidae","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1250203001","2138","Silvery lightfish","","","","","Мауролик","Maurolicus muelleri","(Gmelin 1789)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12802003XX","2139","Knifefishes","","","","","","Notopterus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1280100401","2141","African bonytongue","","","","","","Heterotis niloticus","(Cuvier 1829)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1320801601","2142","Hector's lanternfish","Lanternule de Hector","Linternillas de Hector","سمكة قانوسيّة هيكتور","大口拟珍灯鱼","","Lampanyctodes hectoris","(Günther 1876)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"13208031XX","2143","Patchwork lampfishes","","","","","","Notoscopelus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1320803201","2144","Nichol's lanternfish","","","","","","Gymnoscopelus nicholsi","(Gilbert 1911)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"13112XXXXX","2145","Greeneyes","Verdyeux","Ojiverdes","أسماك خضراء العينين","青眼鱼科","Зеленоглазковые","Chlorophthalmidae","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"13812001XX","2146","Prochilods nei","Prochilodes nca","Sábalos sudamericanos nep","","","","Prochilodus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1381200201","2147","","","Bocachico","","披肩象齿脂鲤","","Ichthyoelephas humeralis","(Günther 1860)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380101330","2148","Dorada","","","","","","Brycon moorei","Steindachner 1878","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380104605","2149","Cachama","","Cachama","","黑盖巨脂鲤","","Colossoma macropomum","(Cuvier 1816)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380107601","2150","Pirapatinga","","Cachama blanca","","短盖巨脂鲤","","Piaractus brachypomus","(Cuvier 1817)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380107602","2151","Pacu","","Paco","","细鳞肥脂鲤","","Piaractus mesopotamicus","(Holmberg 1891)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
