"Alpha3_Code","Author","Family_mapping","Identifier","IsscaapGrp_mapping","Name_Ar","Name_Cn","Name_En","Name_Es","Name_Fr","Name_Ru","Order_mapping","Scientific_Name","Sort","Taxonomic_Code","Unit"
"KDI","(Harvey) Okamura 1930","GIGARTINACEAE","18456","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Chondrus pinnulatus","92733117101404000","733117101404","t"
"YEH","J.V.Lamouroux 1813","CYSTOCLONIACEAE","18457","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Hypnea charoides","92733109101802000","733109101802","t"
"YND","Kützing","CYSTOCLONIACEAE","18458","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Hypnea chordacea","92733109101803000","733109101803","t"
"YNQ","(Kützing) J. Agardh 1851","CYSTOCLONIACEAE","18459","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Hypnea cornuta","92733109101804000","733109101804","t"
"YAY","Tanaka 1947","CYSTOCLONIACEAE","18460","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Hypnea japonica","92733109101805000","733109101805","t"
"YAD","(Holmes) M.Y.Yang & M.S.Kim 2017","CYSTOCLONIACEAE","18461","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Calliblepharis saidana","92733109101002000","733109101002","t"
"YAK","(Suhr) Harvey 1847","CYSTOCLONIACEAE","18462","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Hypnea spicifera","92733109101808000","733109101808","t"
"YAH","(C. Agardh) Kützing 1849","CYSTOCLONIACEAE","18463","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Hypnea spinella","92733109101809000","733109101809","t"
"KMD","(H.Richards) Barros-Barreto & Maggs 2023","CERAMIACEAE","18464","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Stirkia codii","92733105103801000","733105103801","t"
"KMF","(Setchell & N.L.Gardner) T.O.Cho & S.M.Boo 2008","CERAMIACEAE","18465","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Gayliella fimbriata","92733105102601000","733105102601","t"
"KMN","(Yendo) Barros-Barreto & Maggs 2023","CERAMIACEAE","18466","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Campylaephora kondoi","92733105101001000","733105101001","t"
"KMJ","(Okamura) Barros-Barreto & Maggs 2023","CERAMIACEAE","18467","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Pseudoceramium paniculatum","92733105103001000","733105103001","t"
"KMX","(G.Martens) Barros-Barreto & Maggs 2023","CERAMIACEAE","18468","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Pseudoceramium tenerrimum","92733105103002000","733105103002","t"
"GDY","(Lamouroux) Lamouroux 1813","GELIDIACEAE","18469","92","","","Japanese isinglass","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Gelidium amansii","92733115101001000","733115101001","t"
"KQB","Harvey 1860","CAULERPACEAE","18470","93","","","Sea mustard","","","","CHLOROPHYTA (ULVOPHYCEAE)","Caulerpa brachypus","93745101101001000","745101101001","t"
"UIO","J. Agardh 1848","SARGASSACEAE","18471","91","","","Crowned sea bell","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Turbinaria ornata","91725120103803000","725120103803","t"
"IYJ","(De Candolle) J.V. Lamouroux 1809","DICTYOTACEAE","18472","91","أَريج آنطي","蕨状网翼藻","Sweet-smelling seaweed","Cayado amarillo","Parfum d'Antée","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Dictyopteris polypodioides","91725109101002000","725109101002","t"
"FCV","(Forti) J. Agardh 1868","FUCACEAE","18473","91","فَوْقَس بحر قزوين","亚得里亚墨角藻","Adriatic wrack","Fuco del Adriatico","Fucus d'Adriatique","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Fucus virsoides","91725112101806000","725112101806","t"
"RGV","C. Agardh 1821","SARGASSACEAE","18474","91","سَرْغَس شائعة","普通马尾藻","Common sargassum","Sarzago común","Sargasse commune","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Sargassum vulgare","91725120103013000","725120103013","t"
"LXF","Bory de Saint-Vincent 1825","LESSONIACEAE","18475","91","","","Southern brown kelp","","Lessonie brunatre","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Lessonia flavicans","91725116101801000","725116101801","t"
"YKL","(Montagne) Vickers 1905","DICTYOTACEAE","18477","91","","","Limu lipoa","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Dictyopteris plagiogramma","91725109101001000","725109101001","t"
"KQC","(Vahl) C. Agardh 1817","CAULERPACEAE","18478","93","","","Toothed sloton","","","","CHLOROPHYTA (ULVOPHYCEAE)","Caulerpa cupressoides","93745101101003000","745101101003","t"
"KQE","J. Agardh 1837","CAULERPACEAE","18479","93","","长茎葡萄蕨藻","Small seagrape","","","","CHLOROPHYTA (ULVOPHYCEAE)","Caulerpa lentillifera","93745101101005000","745101101005","t"
"KQR","(Forsskål) J. Agardh 1873","CAULERPACEAE","18480","93","","棒形总状蕨藻","Coarse seagrape","","","","CHLOROPHYTA (ULVOPHYCEAE)","Caulerpa racemosa","93745101101008000","745101101008","t"
"KQS","(Forsskål) J. Agardh 1837","CAULERPACEAE","18481","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Caulerpa serrulata","93745101101009000","745101101009","t"
"KQT","(S.G. Gmelin) M. Howe 1905","CAULERPACEAE","18482","93","","","Green sea feather","","","","CHLOROPHYTA (ULVOPHYCEAE)","Caulerpa sertularioides","93745101101010000","745101101010","t"
"KQX","(M. Vahl) C.  Agardh 1817","CAULERPACEAE","18483","93","","","Green sea palm","","","","CHLOROPHYTA (ULVOPHYCEAE)","Caulerpa taxifolia","93745101101012000","745101101012","t"
"KIA","","CODIACEAE","18484","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium adhaerens","93745103101001000","745103101001","t"
"KIR","Kützing 1856","CODIACEAE","18485","93","","","Green sea cushion","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium arabicum","93745103101002000","745103101002","t"
"KCG","Kjellman 1897","CODIACEAE","18486","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium contractum","93745103101003000","745103101003","t"
"KIY","Holmes 1896","CODIACEAE","18487","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium cylindricum","93745103101004000","745103101004","t"
"KIL","P.C. Silva 1952","CODIACEAE","18488","93","","","Branched sea cushion","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium edule","93745103101005000","745103101005","t"
"KII","(Suringar) Hariot 1889","CODIACEAE","18489","93","كوديوم بَدْغَة","刺松藻","Fragile codium","Codio fragil","Codium orvet","","CHLOROPHYTA (ULVOPHYCEAE)","Codium fragile","93745103101006000","745103101006","t"
"KIB","Areschoug 1854","CODIACEAE","18490","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium platylobium","93745103101007000","745103101007","t"
"KIE","P.L. Crouan & H.M. Crouan ex Vickers 1905","CODIACEAE","18491","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium repens","93745103101009000","745103101009","t"
"KIQ","Harvey 1854","CODIACEAE","18492","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium spongiosum","93745103101010000","745103101010","t"
"KJT","Stackhouse 1797","CODIACEAE","18493","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Codium tomentosum","93745103101011000","745103101011","t"
"EBL","Wulfen 1803","ULVACEAE","18496","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Ulva flexuosa","93745109101006000","745109101006","t"
"EBP","O.F.Müller 1778","ULVACEAE","18498","93","فَور الحجر أَخضر قاتم","黑浒苔","Dark green nori","Ova proliferante","Entéromorphe prolifère","","CHLOROPHYTA (ULVOPHYCEAE)","Ulva prolifera","93745109101012000","745109101012","t"
"UVC","Kjellman 1897","ULVACEAE","18499","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Ulva conglobata","93745109101005000","745109101005","t"
"UVU","Linnaeus 1753","ULVACEAE","18501","93","خُصّ البحر","石莼","Sea lettuce","Lechuga de mar","Laitue de mer","","CHLOROPHYTA (ULVOPHYCEAE)","Ulva lactuca","93745109101009000","745109101009","t"
"UVR","Forsskål 1775","ULVACEAE","18502","93","","","","","","","CHLOROPHYTA (ULVOPHYCEAE)","Ulva reticulata","93745109101014000","745109101014","t"
"KQP","(Forsskål) Lamouroux 1809","CAULERPACEAE","18503","93","كوايربا مُخلِفَة","蕨藻","Leafy caulerpa","Caulerpa proliferante","Caulerpe prolifère","","CHLOROPHYTA (ULVOPHYCEAE)","Caulerpa prolifera","93745101101007000","745101101007","t"
"KMW","(Dillwyn) Kutzing 1849","CLADOPHORACEAE","18504","93","عُرف مُقَوَّم","气生硬毛藻","Hairy chaetomorpha","Crin verde","Crinière dressée","","CHLOROPHYTA (ULVOPHYCEAE)","Chaetomorpha aerea","93745102101001000","745102101001","t"
"MXF","Bory 1826","LESSONIACEAE","18505","91","","","","Huiro canutillo","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Macrocystis integrifolia","91771005000202000","771005000202","t"
"IPD","Holmes 1896","DICTYOTACEAE","18506","91","شريط الماء زيتون","波状网翼藻","Olive forked ribbons","Abanico olivo","Rubanier olive","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Dictyopteris undulata","91725109101003000","725109101003","t"
"IYK","(Hudson) Lamouroux 1809","DICTYOTACEAE","18507","91","شريط الماء مُتَفَرِّع","网地藻","Forked ribbons","Abanico amarillo","Rubainer fourchu","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Dictyota dichotoma","91725109101402000","725109101402","t"
"EEZ","Areschoug 1876","LESSONIACEAE","18508","91","ابن مِقرض شِجاري","树状羽叶藻","Arboreal ferret","Listonsillo","Furet arboricole","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Eisenia arborea","91725116101401000","725116101401","t"
"PWF","(O.F. Müller) Kuntze 1898","SCYTOSIPHONACEAE","18509","91","بَتَلة زيتونة أو ورقة خبيثة بُنِّية","幅叶藻","Brown leafweed","Petalo oliva","Petale olive","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Petalonia fascia","91725121101401000","725121101401","t"
"YDL","(C. Agardh) Howe 1920","SCYTOSIPHONACEAE","18510","91","","","","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Hydroclathrus clathratus","91725121101001000","725121101001","t"
"GQK","(Turner) C.Agardh 1820","SARGASSACEAE","18511","91","","","Common Pacific sargassum","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Sargassum aquifolium","91725120103001000","725120103001","t"
"GQJ","(Turner) C.Agardh 1820","SARGASSACEAE","18512","91","","","Double-bladed sargassum","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Sargassum ilicifolium","91725120103004000","725120103004","t"
"GQY","Montagne 1845","SARGASSACEAE","18513","91","","","Flat-stemmed sargassum","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Sargassum oligocystum","91725120103008000","725120103008","t"
"GQU","J. Agardh 1848","SARGASSACEAE","18514","91","","","Serrate sargassum","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Sargassum paniculatum","91725120103009000","725120103009","t"
"GQL","C. Agardh 1824","SARGASSACEAE","18515","91","","","Rough-stemmed sargassum","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Sargassum polycystum","91725120103010000","725120103010","t"
"UIC","(J. Agardh) Kuetzing 1860","SARGASSACEAE","18516","91","","","Sea bell","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Turbinaria conoides","91725120103801000","725120103801","t"
"UIU","Bory de Saint Vincent 1828","SARGASSACEAE","18517","91","","","Triangular sea bell","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Turbinaria decurrens","91725120103802000","725120103802","t"
"ULL","Gomont 1892","MICROCOLEACEAE","18518","94","","","","","","","CYANOBACTERIA (CYANOPHYCEAE)","Arthrospira platensis","94701101101001000","701101101001","t"
"ULX","(Setchell & N.L.Gardner) Nowicka-Krawczyk, Mühlsteinová & Hauer 2019","SPIRULINACEAE","18519","94","","","","","","","CYANOBACTERIA (CYANOPHYCEAE)","Limnospira maxima","94701103101001000","701103101001","t"
"HQW","Beijerinck 1890","CHLORELLACEAE","18520","93","","","Unicell. chlorella green alga","","","","CHLOROPHYTA (TREBOUXIOPHYCEAE)","Chlorella vulgaris","93744101101401000","744101101401","t"
"HLW","(H.Chick) Molinari & Calvo-Pérez 2015","CHLORELLACEAE","18521","93","","","","","","","CHLOROPHYTA (TREBOUXIOPHYCEAE)","Auxenochlorella pyrenoidosa","93744101101001000","744101101001","t"
"UNI","(Dunal) Teodoresco 1905","DUNALIELLACEAE","18522","93","","","","","","Дуналиелла салина","CHLOROPHYTA (CHLOROPHYCEAE)","Dunaliella salina","93742102101001000","742102101001","t"
"UNJ","Butcher","DUNALIELLACEAE","18523","93","","","","","","","CHLOROPHYTA (CHLOROPHYCEAE)","Dunaliella tertiolecta","93742102101002000","742102101002","t"
"NHO","(Butcher) Henley, Hironaka, Guillou, M.Buchheim, J.Buchheim, M.Fawley & K.Fawley 2004","CHLORELLACEAE","18524","93","","","","","","","CHLOROPHYTA (TREBOUXIOPHYCEAE)","Picochlorum atomus","93744101101801000","744101101801","t"
"NZK","(Ehrenberg) W.Smith 1853","BACILLARIACEAE","18525","94","","","","","","","HETEROKONTOPHYTA (BACILLARIOPHYCEAE)","Ceratoneis closterium","94723101101001000","723101101001","t"
"BFY","","","18526","94","","","","","","","HETEROKONTOPHYTA (BACILLARIOPHYCEAE)","Bacillariophyceae","94723100000000000","7231XXXXXXXX","t"
"KYO","(Seligo) Chatton","CRYPTHECODINIACEAE","18527","94","","","","","","","DINOFLAGELLATA (DINOPHYCEAE)","Crypthecodinium cohnii","94722101101001000","722101101001","t"
"DFY","","","18528","94","","","","","","","DINOFLAGELLATA (DINOPHYCEAE)","Dinophyceae","94722100000000000","7221XXXXXXXX","t"
"KEK","Grev & Cleve","SKELETONEMACEAE","18529","94","","","","","","","HETEROKONTOPHYTA (BACILLARIOPHYCEAE)","Skeletonema costatum","94723103101001000","723103101001","t"
"OZO","(Linnaeus) Delile 1813","POSIDONIACEAE","18530","94","بُوزِيدُونْيا متوسِّطِية أو عُشب نيبتون","香螺藻","Neptune-grass","Alga de vidrieros","Posidonie méditerranéenne","","TRACHEOPHYTA (ALISMATALES)","Posidonia oceanica","94751103101003000","751103101003","t"
"ZON","(Hornemann) Tomlinson & Posluszny 2001","ZOSTERACEAE","18531","94","غمرة قزمة","矮大叶藻","Dwarf eel-grass","Zostera enana","Zostère naine","","TRACHEOPHYTA (ALISMATALES)","Nanozostera noltei","94751104101001000","751104101001","t"
"AFX","(Labillardière) Sonder & Ascherson ex Ascherson 1867","CYMODOCEACEAE","18532","94","","","Sea nymph","","","","TRACHEOPHYTA (ALISMATALES)","Amphibolis antarctica","94751101101001000","751101101001","t"
"OZA","Cambridge & Kuo 1979","POSIDONIACEAE","18533","94","","","","","","","TRACHEOPHYTA (ALISMATALES)","Posidonia angustifolia","94751103101001000","751103101001","t"
"OZU","Hooker 1858","POSIDONIACEAE","18534","94","","","","","","","TRACHEOPHYTA (ALISMATALES)","Posidonia australis","94751103101002000","751103101002","t"
"GJW","(Hudson) Papenfuss 1950","GRACILARIACEAE","18535","92","قويعية شائعة","江篱","Warty gracilaria","Gracilaria común","Gracilaire commune","","RHODOPHYTA (FLORIDEOPHYCEAE)","Gracilaria verrucosa","92787012000420000","787012000420","t"
"KMH","(O.F. Müller) Kutzing 1845","CLADOPHORACEAE","18536","93","عُرف عائم","线形硬毛藻","Floating chaetomorpha","Crin flotante","Crinière flottante","","CHLOROPHYTA (ULVOPHYCEAE)","Chaetomorpha linum","93745102101002000","745102101002","t"
"HMW","(Ellis & Solander) Lamouroux 1824","HALIMEDACEAE","18537","93","تين الهِند بحرِيَّة","标准仙掌藻","Sea cactus","Tuna de mar","Monnaie de Poseidon","","CHLOROPHYTA (ULVOPHYCEAE)","Halimeda tuna","93745104101001000","745104101001","t"
"LQD","(Hudson) Lamouroux 1813","LAMINARIACEAE","18539","91","","掌状海带","Tangle","","Laminaire digitée","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Laminaria digitata","91725115101001000","725115101001","t"
"LQX","(Linnaeus) C.E.Lane,C.Mayes, Druehl & G.W.Saunders 2006","LAMINARIACEAE","18540","91","","","Sea belt","","Laminaire saccharine","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Saccharina latissima","91725115102203000","725115102203","t"
"FUU","Linnaeus 1753","FUCACEAE","18541","91","","","Toothed wrack","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Fucus serratus","91725112101802000","725112101802","t"
"HLZ","(Linnaeus) S.F. Gray 1821","HIMANTHALIACEAE","18542","91","","","Sea thong","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Himanthalia elongata","91725113101001000","725113101001","t"
"AJC","(Linnaeus) Greville 1830","ALARIACEAE","18543","91","","","Babberlocks","","Alimentaire varech","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Alaria esculenta","91725103101001000","725103101001","t"
"LJZ","Villouta & Santelices 1986","LESSONIACEAE","18544","91","","","","Huiro palo","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Lessonia trabeculata","91725116101804000","725116101804","t"
"MXY","(Linnaeus) C. Agardh 1820","LAMINARIACEAE","18545","91","أُشنة البحور الباردة","巨藻","Giant kelp","Cachiyuyo","Varech géant","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Macrocystis pyrifera","91725115101801000","725115101801","t"
"YMD","Zanardini 1851","HALYMENIACEAE","18546","92","","","Red sea lettuce","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Halymenia dilatata","92733120101001000","733120101001","t"
"HFH","(Hudson) Fries 1836","AHNFELTIACEAE","18547","92","","","Landlady's Wig","","Fil de fer","","RHODOPHYTA (FLORIDEOPHYCEAE)","Ahnfeltia plicata","92733101101002000","733101101002","t"
"HFJ","(Endlicher) Makijenko 1970","AHNFELTIACEAE","18548","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Ahnfeltia fastigiata","92733101101001000","733101101001","t"
"CJQ","(Muhl. ex Bigelow) Á.Löve & D.Löve","CYPERACEAE","18549","94","","","Tule bulrush","","","","TRACHEOPHYTA (POALES)","Schoenoplectus acutus","94752101101001000","752101101001","t"
"PKZ","Santelices & Hommersand 1997","PTEROCLADIACEAE","18551","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Pterocladiella caerulescens","92733132101401000","733132101401","t"
"QTH","(Børgesen) Umamaherswara Rao & Kaliperumal","PTEROCLADIACEAE","18552","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Pterocladia heteroplatos","92733132101001000","733132101001","t"
"QTU","(R. Brown) J. Agardh 1852","PTEROCLADIACEAE","18553","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Pterocladia lucida","92733132101002000","733132101002","t"
"QTN","(Okamura) Shimada Horiguchi & Masuda 2000","PTEROCLADIACEAE","18554","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Pterocladiella nana","92733132101403000","733132101403","t"
"GEW","(Andriamampandry) G.H.Boo & Le Gall 2016","GELIDIACEAE","18555","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Orthogonacladia madagascariense","92733115101401000","733115101401","t"
"CFW","Linnaeus 1758","CORYPHAENIDAE","18556","37","","","Pompano dolphinfish","","","","CARANGIFORMES (CARANGOIDEI)","Coryphaena equiselis","37155631101001000","155631101001","t"
"TJX","(Goode & Bean 1896)","SCORPAENIDAE","18557","34","","","Atlantic thornyhead","","","","PERCIFORMES (SCORPAENOIDEI)","Trachyscorpia cristulata","34172525113801000","172525113801","t"
"CKP","(Vaillant 1888)","MACROURIDAE","18558","32","","","","","","","GADIFORMES","Cetonurus globiceps","32148017101402000","148017101402","t"
"EWA","","ASTACIDAE","18559","41","","","European crayfishes NEI","Cangrejos de río europeos NEP","Écrevisses européennes NCA","","DECAPODA (PLEOCYEMATA) ASTACIDEA","Astacidae","41229103100000000","2291031XXXXX","t"
"ACZ","","CAMBARIDAE","18560","41","","","American crayfishes NEI","Cangrejos río americanos NEP","Écrevisses américaines NCA","","DECAPODA (PLEOCYEMATA) ASTACIDEA","Cambaridae","41229104100000000","2291041XXXXX","t"
"RYG","(Hutton 1875)","EMMELICHTHYIDAE","18561","34","","","Rubyfish","","","Красноглазка розовая (=рубинка)","ACANTHURIFORMES","Plagiogeneion rubiginosum","34182011102202000","182011102202","t"
"HDQ","","","18562","38","","","Bullhead sharks","","","разнозубообразные","HETERODONTIFORMES","Heterodontiformes","38104000000000000","1040XXXXXXXX","t"
"HXW","","","18563","38","","","Frilled and cow sharks","","","","HEXANCHIFORMES","Hexanchiformes","38103100000000000","1031XXXXXXXX","t"
"LMZ","","","18564","38","","","Mackerel sharks","","","","LAMNIFORMES","Lamniformes","38106000000000000","1060XXXXXXXX","t"
"OCX","","","18565","38","","","Carpet sharks","","","","ORECTOLOBIFORMES","Orectolobiformes","38105100000000000","1051XXXXXXXX","t"
"SSQ","(Günther 1877)","SOMNIOSIDAE","18566","38","","","Velvet dogfish","","","","SQUALIFORMES","Zameus squamulosus","38109003003001000","109003003001","t"
"KCD","(Tilesius 1815)","LITHODIDAE","18567","44","سرطان ملكيّ أحمر","堪察加拟石蟹","Red king crab","Cangrejo real rojo","Crabe royal du Kamtchatka","Краб камчатский","DECAPODA (PLEOCYEMATA) ANOMURA","Paralithodes camtschaticus","44230015102202000","230015102202","t"
"KCI","Brandt 1850","LITHODIDAE","18568","44","سرطان ملكيّ أزرق","扁足拟石蟹","Blue king crab","Cangrejo real azul","Crabe royal bleu","Краб синий","DECAPODA (PLEOCYEMATA) ANOMURA","Paralithodes platypus","44230015102203000","230015102203","t"
"KCY","(Benedict 1894)","LITHODIDAE","18569","44","سرطان ملكيّ أسمر","短足拟石蟹","Brown king crab","Cangrejo real marrón","Crabe royal brun","Краб колючий","DECAPODA (PLEOCYEMATA) ANOMURA","Paralithodes brevipes","44230015102201000","230015102201","t"
"KAQ","Benedict 1895","LITHODIDAE","18570","44","سرطان ملكيّ مذهّب","等刺石蟹","Golden king crab","Centolla dorada","Crabe royal doré","Краб равношипый","DECAPODA (PLEOCYEMATA) ANOMURA","Lithodes aequispinus","44230015101001000","230015101001","t"
"HBZ","(Brandt 1848)","CHEIRAGONIDAE","18571","42","سلطعون أزغب","绒毛长蟹","Hair crab","Cangrejo peludo","Crabe velu","Краб волосатый четырехугольный","DECAPODA (PLEOCYEMATA) BRACHYURA","Erimacrus isenbeckii","42231010601001000","231010601001","t"
"MBZ","(Molina 1788)","BALANIDAE","18572","47","بالان ضخمة","鹦鹉巨藤壶","Giant barnacle","Picoroco gigante","Balane géante","","CIRRIPEDIA (THORACICA)","Austromegabalanus psittacus","47213001101001000","213001101001","t"
"BXF","","OSTRACIIDAE","18573","33","","","Boxfishes NEI","Toritos NEP","Coffres NCA","","TETRAODONTIFORMES","Ostraciidae","33190008100000000","1900081XXXXX","t"
"GIY","(Quoy & Gaimard 1824)","GIRELLIDAE","18574","33","","","Parore","","","","CENTRARCHIFORMES","Girella tricuspidata","33179501101004000","179501101004","t"
"JGU","(Günther 1880)","TRIGLIDAE","18575","34","","","Spotted gurnard","","","","PERCIFORMES (SCORPAENOIDEI)","Pterygotrigla picta","34172520104202000","172520104202","t"
"CZP","","CALLIANASSIDAE","18576","43","","","Ghost shrimps NEI","Topos de mar NEP","Machottes NCA","","DECAPODA (PLEOCYEMATA) AXIIDEA","Callianassa spp","43229503101000000","2295031010XX","t"
"TWL","","TELLINIDAE","18577","56","","","Tellins NEI","Telinas NEP","Tellines NCA","","BIVALVIA","Tellina spp","56350140609800000","3501406098XX","t"
"GUM","(Bloch & Schneider 1801)","TRIGLIDAE","18578","34","جرانتية طويلة الأجنحة","暗体绿鳍鱼","Longfin gurnard","Arete aleton","Grondin sombre","","PERCIFORMES (SCORPAENOIDEI)","Chelidonichthys obscurus","34172520101407000","172520101407","t"
"CVY","","MACROURIDAE","18579","32","","","Grenadiers, whiptails NEI","","","","GADIFORMES","Coryphaenoides spp","32148017102200000","1480171022XX","t"
"KDD","Samouelle 1819","LITHODIDAE","18580","44","","","","","","","DECAPODA (PLEOCYEMATA) ANOMURA","Paralomis anamerae","44230015102602000","230015102602","t"
"SZH","(Valenciennes 1830)","SPARIDAE","18581","33","أسبور سوبيتي","矛鲷","Sobaity seabream","Sargo sobaito","Spare sobaity","","ACANTHURIFORMES","Sparidentex hasta","33182024113401000","182024113401","t"
"CXZ","(Günther 1887)","BERYCIDAE","18582","34","","","Bight redfish","","","","BERYCIFORMES","Centroberyx gerrardi","34149502101802000","149502101802","t"
"ILQ","McKay 1985","SILLAGINIDAE","18583","33","صيد سيِّدتي فلاندير","弗氏鱚","Flinders' sillago","Silago de Flinders","Pêche-madame peren","","ACANTHURIFORMES","Sillago flindersi","33182002102605000","182002102605","t"
"SWD","(Westrheim & Tsuyuki 1967)","SCORPAENIDAE","18584","34","","","Yellowmouth rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes reedi","34172525111440000","172525111440","t"
"SJZ","Gilbert 1896","SCORPAENIDAE","18585","34","","","Longspine thornyhead","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastolobus altivelis","34172525112202000","172525112202","t"
"ZNE","(Temminck & Schlegel 1845)","ZEIDAE","18586","34","","","Mirror dory","","","","ZEIFORMES","Zenopsis nebulosa","34147500601402000","147500601402","t"
"RRV","(Jordan & Gilbert 1883)","SCORPAENIDAE","18587","34","","","Yelloweye rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes ruberrimus","34172525111442000","172525111442","t"
"RMG","Girard 1856","SCORPAENIDAE","18588","34","","","Black rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes melanops","34172525111426000","172525111426","t"
"RNV","Ayres 1859","SCORPAENIDAE","18589","34","","","Tiger rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes nigrocinctus","34172525111433000","172525111433","t"
"FTL","Waite & McCulloch 1915","PLATYCEPHALIDAE","18590","33","","","Deep-water flathead","","","","PERCIFORMES (SCORPAENOIDEI)","Platycephalus conatus","33172518105003000","172518105003","t"
"PTZ","","PROCELLARIIDAE","18600","","","","Petrels NEI","","","","PROCELLARIIFORMES","Procellaria spp","99556104105000000","5561041050XX",""
"LZZ","Jordan & Swain 1884","MUGILIDAE","18603","33","","","","","","Кефали","MUGILIFORMES","Liza spp","33165001104600000","1650011046XX","t"
"SWQ","(Hudson) J.V.Lamouroux 1813","DELESSERIACEAE","18605","92","ديليسيريا حمراء","红叶藻","Red delesseria","Delesseria roja","Délesseria rouge","","RHODOPHYTA (FLORIDEOPHYCEAE)","Delesseria sanguinea","92733110101401000","733110101401","t"
"FJS","(Fowler & Bean 1923)","DOROSOMATIDAE","18606","35","","","Fiji sardinella","","","","CLUPEIFORMES","Sardinella fijiensis","35121010111005000","121010111005","t"
"GYY","","MYCTOPHIDAE","18607","34","","","","","","","MYCTOPHIFORMES","Gymnoscopelus spp","34146108004600000","1461080046XX","t"
"BTY","","BATHYLAGIDAE","18609","34","","","Blacksmelts","","","","ARGENTINIFORMES","Bathylagus spp","34141604101800000","1416041018XX","t"
"ELT","","MYCTOPHIDAE","18610","34","","","","","","","MYCTOPHIFORMES","Electrona spp","34146108003800000","1461080038XX","t"
